wave,gameId,playerId,age,age_missing,gender_code,gender_man,gender_woman,gender_non_binary,gender_unknown,education_code,education_high_school,education_bachelor,education_master,education_other,education_unknown
learning_wave,2YFxArCtvNNrLdMEh,f5zTYPzJ5jvGdR39Z,61.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,2YFxArCtvNNrLdMEh,mqg2PdSZhRpHJYLrW,42.0,0,2,0,1,0,0,2,0,1,0,0,0
learning_wave,2YFxArCtvNNrLdMEh,rgXeqn2NT2JwqxZ64,32.0,0,2,0,1,0,0,2,0,1,0,0,0
learning_wave,2fKfFJWpm9wfoPMfx,7Q8u5GwmqYwqaXYDs,74.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,2fKfFJWpm9wfoPMfx,7ez3SYi3tNx2Bfbei,36.0,0,2,0,1,0,0,2,0,1,0,0,0
learning_wave,2fKfFJWpm9wfoPMfx,CffvC6LTFjNNpgvZC,52.0,0,1,1,0,0,0,3,0,0,1,0,0
learning_wave,2fKfFJWpm9wfoPMfx,HPBpMdpchhh5cz4sv,31.0,0,1,1,0,0,0,4,0,0,0,1,0
learning_wave,2fKfFJWpm9wfoPMfx,SPF9vPF5hRJWzAdJa,36.0,0,2,0,1,0,0,2,0,1,0,0,0
learning_wave,2fKfFJWpm9wfoPMfx,oBmTWSk5vCYru9Mcd,51.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,2fKfFJWpm9wfoPMfx,pCKKPgH9rENJJXNgK,40.0,0,2,0,1,0,0,2,0,1,0,0,0
learning_wave,2fKfFJWpm9wfoPMfx,q3g6KwabjgBtCjJkc,44.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,2fKfFJWpm9wfoPMfx,vbn9iN4G7DZAMbdnp,30.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,2kZ3jKdHmB57javWy,8hZfpp9ZYxgQnC4W2,27.0,0,2,0,1,0,0,1,1,0,0,0,0
learning_wave,2kZ3jKdHmB57javWy,hoNbTgmYK3R2HtYnP,32.0,0,1,1,0,0,0,4,0,0,0,1,0
learning_wave,2kZ3jKdHmB57javWy,tju44RWZEghPjZJYr,27.0,0,2,0,1,0,0,3,0,0,1,0,0
learning_wave,2kZ3jKdHmB57javWy,uQqhvaMfYLCaM9h9g,58.0,0,2,0,1,0,0,3,0,0,1,0,0
learning_wave,2kZ3jKdHmB57javWy,wxwCSxoBMnnyPJGJG,33.0,0,1,1,0,0,0,3,0,0,1,0,0
learning_wave,2kZ3jKdHmB57javWy,yrtT4gQpFJRmx2ZTS,22.0,0,2,0,1,0,0,1,1,0,0,0,0
learning_wave,2r5xvh4mLkmbyTPuW,4gsHBc6PEtAmEAoAs,64.0,0,2,0,1,0,0,3,0,0,1,0,0
learning_wave,2r5xvh4mLkmbyTPuW,5nHzFqz4u4vvpFTbW,32.0,0,1,1,0,0,0,3,0,0,1,0,0
learning_wave,2r5xvh4mLkmbyTPuW,EhWKqX4CqLc3ibSzy,51.0,0,2,0,1,0,0,4,0,0,0,1,0
learning_wave,2r5xvh4mLkmbyTPuW,Gj56ZRACcYwgcQ8rX,66.0,0,2,0,1,0,0,3,0,0,1,0,0
learning_wave,2r5xvh4mLkmbyTPuW,LfhxA6PsupMxSZEhF,38.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,2r5xvh4mLkmbyTPuW,QKXs7ogDhHa26SPuu,52.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,2r5xvh4mLkmbyTPuW,T3wMpaCL5MisTWx55,54.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,2r5xvh4mLkmbyTPuW,fSA7z4MC4ipCwo68C,55.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,2r5xvh4mLkmbyTPuW,n2YEHuZd3p4ZMAmv6,32.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,2r5xvh4mLkmbyTPuW,vvcPXqvweELCPFN85,44.0,0,2,0,1,0,0,1,1,0,0,0,0
learning_wave,33TyenkkqmAAHQSom,BKmFeWvHvGNtz7AMX,38.0,0,2,0,1,0,0,2,0,1,0,0,0
learning_wave,33TyenkkqmAAHQSom,Ckteup7i4djCkuA9e,28.0,0,2,0,1,0,0,1,1,0,0,0,0
learning_wave,33TyenkkqmAAHQSom,Ju59MDJzvi3tvsKsZ,41.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,33TyenkkqmAAHQSom,NomfvqqFReX6YdWt2,40.0,0,1,1,0,0,0,3,0,0,1,0,0
learning_wave,33TyenkkqmAAHQSom,WXmp6zK8DnNdT4kfZ,27.0,0,2,0,1,0,0,4,0,0,0,1,0
learning_wave,33TyenkkqmAAHQSom,aTedxSvE2BSqp8DcG,27.0,0,2,0,1,0,0,3,0,0,1,0,0
learning_wave,33TyenkkqmAAHQSom,aWKs66yRscSN2XrGN,27.0,0,2,0,1,0,0,1,1,0,0,0,0
learning_wave,33TyenkkqmAAHQSom,bBLaz2vGcF2rt3Jcb,39.0,0,2,0,1,0,0,1,1,0,0,0,0
learning_wave,33TyenkkqmAAHQSom,bibiuSci5uRAjTBng,68.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,33TyenkkqmAAHQSom,dAuWm6qkiaQ6YqRbE,40.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,33TyenkkqmAAHQSom,eHpzc7SmiuAbep39m,53.0,0,2,0,1,0,0,4,0,0,0,1,0
learning_wave,33TyenkkqmAAHQSom,i5LgAzzz3JneY4eEZ,30.0,0,2,0,1,0,0,1,1,0,0,0,0
learning_wave,33TyenkkqmAAHQSom,u8giBwzJTsSAoJAxz,50.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,33TyenkkqmAAHQSom,xKv58uf4nSh3P3rF4,32.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,3p9Tuh3Z59cdmPNA7,5A4ShTAsoQK5CGWJj,30.0,0,2,0,1,0,0,4,0,0,0,1,0
learning_wave,3p9Tuh3Z59cdmPNA7,AcnLgaaDtGBNDSSFF,36.0,0,2,0,1,0,0,1,1,0,0,0,0
learning_wave,3p9Tuh3Z59cdmPNA7,ZbgKFFo4EsJqrBSGa,23.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,3p9Tuh3Z59cdmPNA7,eDkdR3KGpSc4YfyF3,,1,0,0,0,0,1,0,0,0,0,0,1
learning_wave,3p9Tuh3Z59cdmPNA7,jZqDckxEMBYuxBvft,39.0,0,2,0,1,0,0,4,0,0,0,1,0
learning_wave,3p9Tuh3Z59cdmPNA7,ohyMWtv53vQEb3QFs,38.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,3sZW8GmBWg97noGXL,N8a7KTWJk3snSGxSv,65.0,0,2,0,1,0,0,2,0,1,0,0,0
learning_wave,3sZW8GmBWg97noGXL,XBsJwxCtWmKyKZnzg,44.0,0,2,0,1,0,0,2,0,1,0,0,0
learning_wave,3sZW8GmBWg97noGXL,XWcXjZYs3WRn7yr7P,47.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,3sZW8GmBWg97noGXL,eJwhAsxn49tpq9WxB,48.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,3sZW8GmBWg97noGXL,eKusaLLsNdssQuLY3,57.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,3sZW8GmBWg97noGXL,fk7DEbzMFoeY2jFmm,33.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,3sZW8GmBWg97noGXL,q84j9JT6ThEEEoNzA,41.0,0,1,1,0,0,0,3,0,0,1,0,0
learning_wave,3sZW8GmBWg97noGXL,szhm2rZLbGZkZgDi6,35.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,3sZW8GmBWg97noGXL,udWzEBWK9zQFswm48,50.0,0,1,1,0,0,0,3,0,0,1,0,0
learning_wave,3tST6tuakPSj9tKTJ,5keCBFAdcX8fXzcmh,56.0,0,1,1,0,0,0,3,0,0,1,0,0
learning_wave,3tST6tuakPSj9tKTJ,6SHNjdpvz9q8jLTNp,41.0,0,2,0,1,0,0,3,0,0,1,0,0
learning_wave,3tST6tuakPSj9tKTJ,9nPH5dRCTuvk6QypC,43.0,0,2,0,1,0,0,2,0,1,0,0,0
learning_wave,3tST6tuakPSj9tKTJ,Aemmd3HNCJQ5dQWxN,43.0,0,1,1,0,0,0,3,0,0,1,0,0
learning_wave,3tST6tuakPSj9tKTJ,BhXXBzbsBLcepyeMB,37.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,3tST6tuakPSj9tKTJ,Bor62MB22jAQSevkX,71.0,0,2,0,1,0,0,3,0,0,1,0,0
learning_wave,3tST6tuakPSj9tKTJ,HbSTBd8AD5zu76sfN,26.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,3tST6tuakPSj9tKTJ,QujaKrGtgSZL9qHmb,48.0,0,2,0,1,0,0,2,0,1,0,0,0
learning_wave,3tST6tuakPSj9tKTJ,X8nw86qLRcxXy6F4M,38.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,3tST6tuakPSj9tKTJ,YZERvGGDByERFmq3J,36.0,0,1,1,0,0,0,3,0,0,1,0,0
learning_wave,3tST6tuakPSj9tKTJ,dQtsyQR9jsKrqWqDd,25.0,0,2,0,1,0,0,2,0,1,0,0,0
learning_wave,3tST6tuakPSj9tKTJ,pGvbduhyEYSxon7uG,46.0,0,2,0,1,0,0,4,0,0,0,1,0
learning_wave,3uYh9GbzKBb7ZadHf,8wTpxFv49dfTfhnE3,20.0,0,2,0,1,0,0,1,1,0,0,0,0
learning_wave,3uYh9GbzKBb7ZadHf,Hzjpw3RP7MYtj5ciw,25.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,3uYh9GbzKBb7ZadHf,KQGJeAzabom74EAoo,21.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,3uYh9GbzKBb7ZadHf,YvS4A5zc87CEv9JqD,18.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,3uYh9GbzKBb7ZadHf,jyFNsXDsoAoC7nhaC,26.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,3uYh9GbzKBb7ZadHf,kWSnLBN9FBMQBJ4ys,39.0,0,2,0,1,0,0,4,0,0,0,1,0
learning_wave,3uqZPGxnY38PPCreu,5orJSbeZm5Qo6Nf2c,32.0,0,2,0,1,0,0,2,0,1,0,0,0
learning_wave,3uqZPGxnY38PPCreu,9LB69vvE5YJ8FTABn,28.0,0,1,1,0,0,0,3,0,0,1,0,0
learning_wave,3uqZPGxnY38PPCreu,CDdfDBS3TJuwo5sdT,27.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,3uqZPGxnY38PPCreu,EBB5atRiWmHKS6tBq,27.0,0,3,0,0,1,0,1,1,0,0,0,0
learning_wave,3uqZPGxnY38PPCreu,Ju3dxdJ7tkNLYWE6D,37.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,3uqZPGxnY38PPCreu,QYXyzaFFBFotLBssR,32.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,3uqZPGxnY38PPCreu,Tp8oQGvpodpWCxH4M,71.0,0,2,0,1,0,0,1,1,0,0,0,0
learning_wave,3uqZPGxnY38PPCreu,hCZFZSeJ2Jjj4oqhY,26.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,3zSNGrLvJJYZhmW2p,FKriQtdFBTrWrfGBH,25.0,0,1,1,0,0,0,3,0,0,1,0,0
learning_wave,3zSNGrLvJJYZhmW2p,Hzpx2jqhYSZdif4ZN,29.0,0,2,0,1,0,0,1,1,0,0,0,0
learning_wave,3zSNGrLvJJYZhmW2p,LbA9WeT3GTZMSNzNY,69.0,0,1,1,0,0,0,3,0,0,1,0,0
learning_wave,3zSNGrLvJJYZhmW2p,Mm6mgT6wHK3JH9kjZ,39.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,3zSNGrLvJJYZhmW2p,PFhmYJ38xLnXPkaM8,29.0,0,2,0,1,0,0,1,1,0,0,0,0
learning_wave,3zSNGrLvJJYZhmW2p,hTdGbCFuP3T9rYtNd,78.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,3zSNGrLvJJYZhmW2p,kbxi5o3HFQXMGo5oX,36.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,3zSNGrLvJJYZhmW2p,nyi8ePouSTATiREKQ,58.0,0,2,0,1,0,0,3,0,0,1,0,0
learning_wave,3zSNGrLvJJYZhmW2p,pZ23AK9eSGXF7kbub,48.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,3zSNGrLvJJYZhmW2p,qjKeypvMTCWMtaeRg,35.0,0,1,1,0,0,0,4,0,0,0,1,0
learning_wave,3zSNGrLvJJYZhmW2p,tF4Dus9NMgschoP7L,57.0,0,2,0,1,0,0,3,0,0,1,0,0
learning_wave,3zSNGrLvJJYZhmW2p,zJd7D32NZfC6rjKSJ,60.0,0,2,0,1,0,0,3,0,0,1,0,0
learning_wave,4Menw33JLbdtzSvug,7m8GgZcSDPpiGtu7Q,69.0,0,1,1,0,0,0,4,0,0,0,1,0
learning_wave,4Menw33JLbdtzSvug,ECyY6RJL7xsZmJcZy,38.0,0,2,0,1,0,0,2,0,1,0,0,0
learning_wave,4Menw33JLbdtzSvug,FKuMFB4zi8ekBPnZF,23.0,0,2,0,1,0,0,1,1,0,0,0,0
learning_wave,4Menw33JLbdtzSvug,QzzkxSSxwrNBFkdcq,23.0,0,0,0,0,0,1,4,0,0,0,1,0
learning_wave,4Menw33JLbdtzSvug,TaJQBuPufXkWZhmN4,25.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,4Menw33JLbdtzSvug,XnjCBRwp52oLMcNTh,23.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,4Menw33JLbdtzSvug,dwTAozr8scqjx5evW,28.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,4Menw33JLbdtzSvug,oFSk487cqv3tc54Sv,36.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,4Menw33JLbdtzSvug,qzp8RyXNHPzFLMT55,33.0,0,2,0,1,0,0,2,0,1,0,0,0
learning_wave,4Z5uDYPcFsmMAnBJf,2zj2Qk9kmEu38LcJT,48.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,4Z5uDYPcFsmMAnBJf,5rhN945uHvjCg8w2p,30.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,4Z5uDYPcFsmMAnBJf,8jSfSZWk5i4EejQBa,36.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,4Z5uDYPcFsmMAnBJf,9Yg6AsY5zPPfompXq,36.0,0,2,0,1,0,0,1,1,0,0,0,0
learning_wave,4Z5uDYPcFsmMAnBJf,H36NKQ2ZF8myF5c3a,44.0,0,2,0,1,0,0,2,0,1,0,0,0
learning_wave,4Z5uDYPcFsmMAnBJf,LJTJvtYkxWvRD5fqP,34.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,4Z5uDYPcFsmMAnBJf,QDWtgTdWgBPwpn897,41.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,4Z5uDYPcFsmMAnBJf,SixqSafHmEgkEQi9W,41.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,4Z5uDYPcFsmMAnBJf,TzB5CfRi6HZpFfi4j,67.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,4Z5uDYPcFsmMAnBJf,XapD84w5S9DedSpNY,45.0,0,1,1,0,0,0,3,0,0,1,0,0
learning_wave,4Z5uDYPcFsmMAnBJf,YbKArS3qM2Xpmy32a,32.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,4Z5uDYPcFsmMAnBJf,ado5nqWyycfo2E6Yp,40.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,4Z5uDYPcFsmMAnBJf,bWKDiiKFsMkEyEEYc,41.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,4Z5uDYPcFsmMAnBJf,bvJBu6hpBkzGgwSXN,34.0,0,1,1,0,0,0,3,0,0,1,0,0
learning_wave,4Z5uDYPcFsmMAnBJf,gEGGvnybrjtcx726q,38.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,4Z5uDYPcFsmMAnBJf,jvJ3zAdipfTnBfqCi,36.0,0,2,0,1,0,0,2,0,1,0,0,0
learning_wave,4Z5uDYPcFsmMAnBJf,nE4ku9WPBGT2Wbkt8,49.0,0,2,0,1,0,0,1,1,0,0,0,0
learning_wave,4Z5uDYPcFsmMAnBJf,w9T3tcvXrSpm2sNTt,38.0,0,1,1,0,0,0,3,0,0,1,0,0
learning_wave,4Z5uDYPcFsmMAnBJf,wRraedvynMNyJ3x7c,37.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,4Z5uDYPcFsmMAnBJf,wkDv5qjbPAwJTuSuA,30.0,0,1,1,0,0,0,3,0,0,1,0,0
learning_wave,4jSXooYhn8K6Cucgv,BzjpsaRjqTZWNod2G,25.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,4jSXooYhn8K6Cucgv,EMRDDM4KagfGrFyhb,34.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,4jSXooYhn8K6Cucgv,W477XeF8g6ySxM89F,20.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,4jSXooYhn8K6Cucgv,mKuKPrjr3urdkzja3,24.0,0,2,0,1,0,0,2,0,1,0,0,0
learning_wave,4jSXooYhn8K6Cucgv,scrBLGtZNt9KHHWWC,25.0,0,2,0,1,0,0,2,0,1,0,0,0
learning_wave,4jSXooYhn8K6Cucgv,svqaBDv5mt4tYJq3i,37.0,0,2,0,1,0,0,2,0,1,0,0,0
learning_wave,4jSXooYhn8K6Cucgv,swomPrsZH2HWdQNtw,56.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,4jSXooYhn8K6Cucgv,wtJrhmYkpRuryg3du,47.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,4jSXooYhn8K6Cucgv,yGgvz3P2nE476FEDd,23.0,0,2,0,1,0,0,1,1,0,0,0,0
learning_wave,4nKD5eDXT2JfQEFC2,F87ewJKbJdsdrg5Ha,59.0,0,2,0,1,0,0,1,1,0,0,0,0
learning_wave,4nKD5eDXT2JfQEFC2,LQiG35LCxfCusLoaH,24.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,4nKD5eDXT2JfQEFC2,LysM5MbDovTmE9dKe,52.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,4nKD5eDXT2JfQEFC2,McW5SNbKayq2yESYS,23.0,0,1,1,0,0,0,3,0,0,1,0,0
learning_wave,4nKD5eDXT2JfQEFC2,PBdpHrKtxHQErpwJJ,38.0,0,2,0,1,0,0,3,0,0,1,0,0
learning_wave,4nKD5eDXT2JfQEFC2,QX4LnDtuTK6MFXq96,43.0,0,2,0,1,0,0,3,0,0,1,0,0
learning_wave,4nKD5eDXT2JfQEFC2,Rc9mK92qAFR7Y7eDc,57.0,0,2,0,1,0,0,0,0,0,0,0,1
learning_wave,4nKD5eDXT2JfQEFC2,TCPt3ftKtvckJdSQL,19.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,4nKD5eDXT2JfQEFC2,a29NEChz52pPH3hQz,50.0,0,2,0,1,0,0,3,0,0,1,0,0
learning_wave,4nKD5eDXT2JfQEFC2,fcGcsjc6gnYMNgdNE,28.0,0,1,1,0,0,0,3,0,0,1,0,0
learning_wave,4nKD5eDXT2JfQEFC2,jK4hbgcWxQm7atMzM,35.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,4nKD5eDXT2JfQEFC2,jdB42gn5SYhviF46B,22.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,4nKD5eDXT2JfQEFC2,jwKbbrKTisDs26yyB,24.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,4nKD5eDXT2JfQEFC2,mRjoD5ndc5Wj5KWHP,27.0,0,2,0,1,0,0,3,0,0,1,0,0
learning_wave,4nKD5eDXT2JfQEFC2,y3WCz8dkcoCi4WhSP,54.0,0,0,0,0,0,1,3,0,0,1,0,0
learning_wave,4nKD5eDXT2JfQEFC2,zBc4CrYJHP7xEke3B,28.0,0,2,0,1,0,0,4,0,0,0,1,0
learning_wave,4stGwnWZ3bN6RwdGX,2xMFSc5bZ2mmYQApu,33.0,0,2,0,1,0,0,2,0,1,0,0,0
learning_wave,4stGwnWZ3bN6RwdGX,6cHmYeyLKDGTLtT93,38.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,4stGwnWZ3bN6RwdGX,CQaFJMXJruRmma6Sz,34.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,4stGwnWZ3bN6RwdGX,CjofogznymYT6G9mW,31.0,0,2,0,1,0,0,1,1,0,0,0,0
learning_wave,4stGwnWZ3bN6RwdGX,FC4yio6a4QPAYa62p,45.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,4stGwnWZ3bN6RwdGX,JTjY3WgRyruztkjCt,33.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,4stGwnWZ3bN6RwdGX,LRo7pqiD8Si8xz4jH,26.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,4stGwnWZ3bN6RwdGX,LpvjT3rPDxPcwoNKm,39.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,4stGwnWZ3bN6RwdGX,Nx9zo3Gcuv4J7k3yZ,51.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,4stGwnWZ3bN6RwdGX,R5nAno98ayCkzMPWD,32.0,0,1,1,0,0,0,3,0,0,1,0,0
learning_wave,4stGwnWZ3bN6RwdGX,aRMHmGitnnjX8HouH,35.0,0,2,0,1,0,0,2,0,1,0,0,0
learning_wave,4stGwnWZ3bN6RwdGX,axHLp7jdfTkkkFvrL,43.0,0,2,0,1,0,0,1,1,0,0,0,0
learning_wave,4stGwnWZ3bN6RwdGX,iiBkcEMR72RNKADMM,59.0,0,2,0,1,0,0,3,0,0,1,0,0
learning_wave,4stGwnWZ3bN6RwdGX,jXuhHkv6XG5inyXNy,41.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,4stGwnWZ3bN6RwdGX,ovTcJ5pyoPpqaGvqX,46.0,0,2,0,1,0,0,2,0,1,0,0,0
learning_wave,4stGwnWZ3bN6RwdGX,y4KbXRM6uubxgefAp,52.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,56mkyKr2q9hbfJo5e,9Fckk2cA9uBMSZtZ5,39.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,56mkyKr2q9hbfJo5e,fAztBxsD33WX7soa2,24.0,0,2,0,1,0,0,3,0,0,1,0,0
learning_wave,56mkyKr2q9hbfJo5e,qfBNFNAN6JZ3k2Ygq,47.0,0,2,0,1,0,0,2,0,1,0,0,0
learning_wave,5JcvB7tm4oqd3iXPL,2xN7K7LarwxdZqiQA,27.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,5JcvB7tm4oqd3iXPL,35zeW6HwFYRFXk3gm,31.0,0,1,1,0,0,0,3,0,0,1,0,0
learning_wave,5JcvB7tm4oqd3iXPL,5LSu4XrmAhpWgb4fm,23.0,0,1,1,0,0,0,4,0,0,0,1,0
learning_wave,5JcvB7tm4oqd3iXPL,9QeXXd5nZtvR6HTvC,53.0,0,1,1,0,0,0,2,0,1,0,0,0
learning_wave,5JcvB7tm4oqd3iXPL,CNaLur8TJ2kmfoE3E,51.0,0,2,0,1,0,0,3,0,0,1,0,0
learning_wave,5JcvB7tm4oqd3iXPL,FqaiyYp24fqS7Ewdg,36.0,0,2,0,1,0,0,2,0,1,0,0,0
learning_wave,5JcvB7tm4oqd3iXPL,GbcDXcozYnYZeDWiz,39.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,5JcvB7tm4oqd3iXPL,HsH3aArzNZHXLBhKJ,27.0,0,1,1,0,0,0,1,1,0,0,0,0
learning_wave,5JcvB7tm4oqd3iXPL,TjfvMSDvjmxF7oD7H,33.0,0,2,0,1,0,0,1,1,0,0,0,0
learning_wave,5JcvB7tm4oqd3iXPL,YaPR6P55aeGCPjtNu,67.0,0,2,0,1,0,0,3,0,0,1,0,0
